item,itemLabel,year,journalLabel,languageOfWorkLabel,mainSubjectLabel,authors
http://www.wikidata.org/entity/Q66058247,Wikidata as a linked-data hub for Biodiversity data,2019-06-18T00:00:00Z,,English,linked data,"Andrew I. Su, Andra Waagmeester, Lynn Schriml"
http://www.wikidata.org/entity/Q108215166,Questioning Street Names Leipzig,2021-08-23T00:00:00Z,saxorum.hypotheses.org,English,mapathon,
http://www.wikidata.org/entity/Q121283797,WikiMed-DE: Constructing a Silver-Standard Dataset for German Biomedical Entity Linking using Wikipedia and Wikidata,2023-01-01T00:00:00Z,,English,biomedical text mining,Steffen Staab
http://www.wikidata.org/entity/Q67206541,Take it Personally - A Python library for data enrichment for infometrical applications,2019-01-01T00:00:00Z,Proceedings of the Posters and Demo Track of the 15th International Conference on Semantic Systems,English,informetrics,"Konrad Förstner, Carsten Schultz, Lukas Galke, Klaus Tochtermann, Eva Seidlmayer, Tetyana Melnychuk"
http://www.wikidata.org/entity/Q110292457,Auf Alt-Leipziger Kneipentour durch Raum und Zeit – eine Projektskizze,2021-12-28T00:00:00Z,saxorum.hypotheses.org,German,geographic information,Alan Riedel
http://www.wikidata.org/entity/Q21503276,Utilizing the Wikidata system to improve the quality of medical content in Wikipedia in diverse languages: a pilot study,2015-05-05T00:00:00Z,Journal of Medical Internet Research,English,medicine,"Matthias Samwald, Tobias Schönberg, Alexander Pfundner, John Horn, Richard David Boyce"
http://www.wikidata.org/entity/Q51791404,Querying Wikimedia Images using Wikidata Facts,2018-04-01T00:00:00Z,"WWW '18 Companion: The 2018 Web Conference Companion, April 23–27, 2018, Lyon, France",English,DBpedia,"Aidan Hogan, Benjamin Bustos"
http://www.wikidata.org/entity/Q50281960,Trill: A Reusable Front-End for QA Systems,2017-01-01T00:00:00Z,The Semantic Web: ESWC 2017 Satellite Events,English,SPARQL,"Dennis Diefenbach, Pierre Maret, Andreas Both"
http://www.wikidata.org/entity/Q121833701,Photo competition: Wiki Loves Monuments 2023 from September,2023-08-25T00:00:00Z,saxorum.hypotheses.org,German,homeland research,Matthias Erfurth
http://www.wikidata.org/entity/Q62122481,Learning How to Correct a Knowledge Base from the Edit History,2019-01-01T00:00:00Z,Proceedings of the 2019 World Wide Web Conference on World Wide Web,English,data quality,"Thomas Pellissier Tanon, Fabian M. Suchanek"
http://www.wikidata.org/entity/Q107308059,Beyond VIAF. Wikidata as a Complementary Tool for Authority Control in Libraries,2021-06-21T00:00:00Z,Information Technology and Libraries,English,Wikidata,"Carlo Bianchini, Stefano Bargioni, Camillo Carlo Pellizzari di San Girolamo"
http://www.wikidata.org/entity/Q41078402,"One Knowledge Graph to Rule Them All? Analyzing the Differences Between DBpedia, YAGO, Wikidata & co",2017-01-01T00:00:00Z,"KI 2017: Advances in Artificial Intelligence: 40th Annual German Conference on AI, Dortmund, Germany, September 25–29, 2017, Proceedings",English,YAGO,Heiko Paulheim
http://www.wikidata.org/entity/Q113730447,Ethical Considerations of Including Personal Demographic Information in Open Knowledge Platforms,2022-07-27T00:00:00Z,KULA knowledge creation dissemination and preservation studies,,gender,"Kurt Hanselman, Nerissa Lindsey"
http://www.wikidata.org/entity/Q121833701,Photo competition: Wiki Loves Monuments 2023 from September,2023-08-25T00:00:00Z,saxorum.hypotheses.org,German,Saxony,Matthias Erfurth
http://www.wikidata.org/entity/Q51902990,Recoin: Relative Completeness in Wikidata,2018-04-01T00:00:00Z,Wiki Workshop 2018,English,data quality of Wikidata,"Vevake Balaraman, Werner Nutt, Simon Razniewski"
http://www.wikidata.org/entity/Q111170894,"Reflecting – on good or bad blogging, but no Thread",2022-03-09T00:00:00Z,saxorum.hypotheses.org,German,Wikidata,Jens Bemme
http://www.wikidata.org/entity/Q87813140,Wikidata Completeness Profiling Using ProWD,2019-01-01T00:00:00Z,,English,knowledge graph completion,"Werner Nutt, Simon Razniewski, Fariz Darari, Adila Alfa Krisnadhi"
http://www.wikidata.org/entity/Q111656891,Promoting Vanderbilt Divinity Publications on Wikidata,2022-01-26T00:00:00Z,TCB: Technical Services in Religion & Theology,English,publication,Charlotte Lew
http://www.wikidata.org/entity/Q108215166,Questioning Street Names Leipzig,2021-08-23T00:00:00Z,saxorum.hypotheses.org,German,digital humanities,
http://www.wikidata.org/entity/Q112041345,"The role of the Wikidata librarian in a renewed Bibliographical Universe: “next generation metadata”, next generation librarians",2022-01-01T00:00:00Z,JLIS.it,Italian,Wikidata,Alessandra Boccone
http://www.wikidata.org/entity/Q27037167,"Querying Wikidata: Comparing SPARQL, Relational and Graph Databases",2016-09-23T00:00:00Z,"The Semantic Web - ISWC 2016: 15th International Semantic Web Conference, Kobe, Japan, October 17–21, 2016, Proceedings, Part II",English,PostgreSQL,"Daniel Hernández, Aidan Hogan"
http://www.wikidata.org/entity/Q116784648,"2nd interim report of the ""SFB 1853"" - four years of the citizen science and open data project Die Datenlaube",2023-02-16T00:00:00Z,saxorum.hypotheses.org,German,Wikiversity,"Jens Bemme, Christian Erlinger, Matthias Erfurth"
http://www.wikidata.org/entity/Q87813234,Wikidata and DBpedia: A Comparative Study,2018-01-01T00:00:00Z,Lecture Notes in Computer Science,English,data quality of Wikidata,
http://www.wikidata.org/entity/Q86997852,Knowledge Graphs on the Web -- an Overview,2020-01-01T00:00:00Z,Computer Science,English,DBpedia,"Heiko Paulheim, Sven Hertling, Nicolas Heist"
http://www.wikidata.org/entity/Q62015380,Libraries and Wikimedia : common strategies for open access to knowledge and collaborative construction of free knowledge,2017-01-01T00:00:00Z,JLIS.it,Italian,Wikimedia movement,Luigi Catalani
http://www.wikidata.org/entity/Q41004782,Where the Streets Have Known Names,2016-01-01T00:00:00Z,Lecture Notes in Computer Science,English,OpenStreetMap,"Alexander Zipf, Paulo Dias Almeida, Jorge Gustavo Rocha"
http://www.wikidata.org/entity/Q96306941,#Nearby. Landeskunde und Citizen Science mit Pandemie im Frühjahr 2020,2020-06-15T00:00:00Z,Informationspraxis,German,COVID-19 pandemic,Jens Bemme
http://www.wikidata.org/entity/Q107308059,Beyond VIAF. Wikidata as a Complementary Tool for Authority Control in Libraries,2021-06-21T00:00:00Z,Information Technology and Libraries,English,library,"Carlo Bianchini, Stefano Bargioni, Camillo Carlo Pellizzari di San Girolamo"
http://www.wikidata.org/entity/Q80668024,FALCON 2.0: An Entity and Relation Linking Tool over Wikidata,2020-10-19T00:00:00Z,Proceedings of the 29th ACM International Conference on Information & Knowledge Management,English,Wikidata,"María-Esther Vidal, Kuldeep Singh, Ahmad Sakor"
http://www.wikidata.org/entity/Q41799194,"Scholia, Scientometrics and Wikidata",2017-10-01T00:00:00Z,The Semantic Web: ESWC 2017 Satellite Events,English,reference management software,"Egon Willighagen, Daniel Mietchen, Finn Årup Nielsen"
http://www.wikidata.org/entity/Q64411315,Enriching Bibliographic Data by Combining String Matching and the Wikidata Knowledge Graph to Improve the Measurement of International Research Collaboration,2019-05-30T00:00:00Z,,English,knowledge graph,"Markus Luczak-Roesch, Jesse David Dinneen"
http://www.wikidata.org/entity/Q48719074,A Reconciliation Recipe for Wikidata,2018-02-12T00:00:00Z,,English,Wikipedia and Wikidata Tools,Martin Poulter
http://www.wikidata.org/entity/Q107230303,Wiki2Prop: A Multimodal Approach for Predicting Wikidata Properties from Wikipedia,2021-04-19T00:00:00Z,,,Wikidata,"Philippe Cudré-Mauroux, Julien Audiffren, Michael Luggen, Djellel Difallah"
http://www.wikidata.org/entity/Q107230303,Wiki2Prop: A Multimodal Approach for Predicting Wikidata Properties from Wikipedia,2021-04-19T00:00:00Z,,,Wikipedia,"Philippe Cudré-Mauroux, Julien Audiffren, Michael Luggen, Djellel Difallah"
http://www.wikidata.org/entity/Q104240949,Familiar Wikidata: The Case for Building a Data Source We Can Trust,2020-10-31T00:00:00Z,Pop! Public Open Participatory,English,Wikidata,Constance Crompton
http://www.wikidata.org/entity/Q107675424,Wartungsarbeiten und Datenpflege für Saxonica mit #Wikisource + #Wikidata,2020-08-13T00:00:00Z,textlab.hypotheses.org,German,Gartenlaube of Stralsund,Jens Bemme
http://www.wikidata.org/entity/Q94383904,Lexemes in Wikidata: 2020 status,2020-05-01T00:00:00Z,Proceedings of the 7th Workshop on Linked Data in Linguistics (LDL-2020),English,lexicographical data in Wikidata,Finn Årup Nielsen
http://www.wikidata.org/entity/Q62030108,Macht Citizen Science glücklich? Bürgerwissenschaft in wissenschaftlichen Bibliotheken,2019-03-12T00:00:00Z,saxorum.hypotheses.org,German,citizen science,"Martin Munke, Jens Bemme"
http://www.wikidata.org/entity/Q121833701,Photo competition: Wiki Loves Monuments 2023 from September,2023-08-25T00:00:00Z,saxorum.hypotheses.org,German,Linked Open Storytelling,Matthias Erfurth
http://www.wikidata.org/entity/Q28819478,Learning to generate one-sentence biographies from Wikidata,2017-02-21T00:00:00Z,"Proceedings of the 15th Conference of the European Chapter of the Association for Computational Linguistics: Volume 1, Long Papers",English,Wikidata,Ben Hachey
http://www.wikidata.org/entity/Q108299945,Context Matrix Methods for Property and Structure Ontology Completion in Wikidata,2021-04-30T00:00:00Z,Proceedings of the ... IEEE Systems and Information Engineering Design Symposium. IEEE Systems and Information Engineering Design,,Wiki Education Foundation,
http://www.wikidata.org/entity/Q28819478,Learning to generate one-sentence biographies from Wikidata,2017-02-21T00:00:00Z,"Proceedings of the 15th Conference of the European Chapter of the Association for Computational Linguistics: Volume 1, Long Papers",English,Wikipedia,Ben Hachey
http://www.wikidata.org/entity/Q112143478,The LOTUS initiative for open knowledge management in natural products research,2022-05-26T00:00:00Z,eLife,English,LOTUS,"Christoph Steinbeck, Roderic D. M. Page, Egon Willighagen, Arnaud Gaudry, Guido F Pauli, Jakub Galgonek, Jean-Luc Wolfender, Pierre-Marie Allard, Jonathan Bisson, Jiří Vondrášek, James G Graham, Maria Sorokina, Ralf Stephan, Adriano Rutz, Daniel Mietchen"
http://www.wikidata.org/entity/Q66058088,"Wikidata: From ""an"" Identifier to ""the"" Identifier",2019-06-17T00:00:00Z,Information Technology and Libraries,English,Wikidata Q identifier,Theo van Veen
http://www.wikidata.org/entity/Q119499972,Citizen Science in the Historical Sciences,2023-06-14T00:00:00Z,Die Datenlaube,German,Citizen Science in the Historical Sciences,Christian Erlinger
http://www.wikidata.org/entity/Q37108228,The Rise of Wikidata,2013-07-01T00:00:00Z,IEEE Intelligent Systems,English,Wikidata,Denny Vrandečić
http://www.wikidata.org/entity/Q50347076,Linking ImageNet WordNet Synsets with Wikidata,2018-04-01T00:00:00Z,"WWW '18 Companion: The 2018 Web Conference Companion, April 23–27, 2018, Lyon, France",English,ImageNet,Finn Årup Nielsen
http://www.wikidata.org/entity/Q107593754,Digitale Heimatforschung mit Wikidata – ein Workshopbericht über verlinkendes Datendenken,2021-07-20T00:00:00Z,saxorum.hypotheses.org,German,Sächsisches Landeskuratorium Ländlicher Raum,Jens Bemme
http://www.wikidata.org/entity/Q96306941,#Nearby. Landeskunde und Citizen Science mit Pandemie im Frühjahr 2020,2020-06-15T00:00:00Z,Informationspraxis,German,Winckelmann im Kreise der Gelehrten in der Bibliothek des Schlosses Nöthnitz,Jens Bemme
http://www.wikidata.org/entity/Q43197687,Peer-production system or collaborative ontology engineering effort: what is Wikidata?,2015-01-01T00:00:00Z,Proceedings of the 11th International Symposium on Open Collaboration,English,collaboration,"Claudia Müller-Birn, Markus Luczak-Roesch, Janette Lehmann"
http://www.wikidata.org/entity/Q89802705,“Places around you” – Saxonica und Landeskunde können helfen Abstand zu halten und Nähe zu gewinnen,2020-04-08T00:00:00Z,saxorum.hypotheses.org,German,citizen science,Jens Bemme
http://www.wikidata.org/entity/Q107675424,Wartungsarbeiten und Datenpflege für Saxonica mit #Wikisource + #Wikidata,2020-08-13T00:00:00Z,textlab.hypotheses.org,German,Historisches Ortsverzeichnis von Sachsen,Jens Bemme
http://www.wikidata.org/entity/Q119251090,Construction of Provenance Model about Wikidata Item Compilation,2019-01-01T00:00:00Z,Information Studies:Theory & Application,Chinese,Wikidata,
http://www.wikidata.org/entity/Q28942543,Building automated vandalism detection tools for Wikidata,2017-03-10T00:00:00Z,Proceedings of the 26th International Conference on World Wide Web Companion,English,website defacement,"Aaron Halfaker, Dario Taraborelli, Amir Sarabadani"
http://www.wikidata.org/entity/Q96306941,#Nearby. Landeskunde und Citizen Science mit Pandemie im Frühjahr 2020,2020-09-27T00:00:00Z,Informationspraxis,German,Wikidata,Jens Bemme
http://www.wikidata.org/entity/Q27036223,A Model for Enriching Multilingual Wikipedias Using Infobox and Wikidata Property Alignment,2014-01-01T00:00:00Z,,English,Wikidata,
http://www.wikidata.org/entity/Q63105277,Searching News Articles Using an Event Knowledge Graph Leveraged by Wikidata,2019-01-01T00:00:00Z,Wiki Workshop 2019,English,knowledge graph,"Raphaël Troncy, Xavier Tannier "
http://www.wikidata.org/entity/Q79463560,Context-aware Entity Linking with Attentive Neural Networks on Wikidata Knowledge Graph,2019-12-12T00:00:00Z,,English,knowledge graph,"Sören Auer, Jens Lehmann, María-Esther Vidal, Kuldeep Singh, Saeedeh Shekarpour, Ahmad Sakor"
http://www.wikidata.org/entity/Q49263972,Using Wikidata to build an authority list of Holocaust-era ghettos – EHRI Document Blog,2018-02-12T00:00:00Z,,English,The Holocaust,Nancy Cooey
http://www.wikidata.org/entity/Q108215166,Questioning Street Names Leipzig,2021-08-23T00:00:00Z,saxorum.hypotheses.org,English,digital humanities,
http://www.wikidata.org/entity/Q115216557,Wikidata-lite for Knowledge Extraction and Exploration,2022-11-10T00:00:00Z,,English,knowledge extraction,"Hideaki Takeda, Phuc Nguyen"
http://www.wikidata.org/entity/Q113399929,Leveraging Wikidata to Build Scholarly Profiles as Service,2022-07-27T00:00:00Z,KULA knowledge creation dissemination and preservation studies,English,scholarly profiling,"Jere D. Odell, Mairelys Lemus-Rojas, Lucille Frances Brys, Mirian Ramirez Rojas"
http://www.wikidata.org/entity/Q107593754,Digitale Heimatforschung mit Wikidata – ein Workshopbericht über verlinkendes Datendenken,2021-07-20T00:00:00Z,SLUBlog,German,Sächsisches Landeskuratorium Ländlicher Raum,Jens Bemme
http://www.wikidata.org/entity/Q64862991,Validating Danish Wikidata lexemes,2019-06-28T00:00:00Z,Proceedings of the Posters and Demo Track of the 15th International Conference on Semantic Systems,English,lexicographical data in Wikidata,"Finn Årup Nielsen, Katherine Thornton, José Emilio Labra Gayo"
http://www.wikidata.org/entity/Q105829431,Representing COVID-19 information in collaborative knowledge graphs: the case of Wikidata,2021-09-28T00:00:00Z,"Semantic Web: Interoperability, Usability, Applicability",,Wikimedia's response to the COVID-19 pandemic,"Daniel Mietchen, Thomas Shafee, Eric Youngstrom, Diptanshu Das, Houcemeddine Turki, Mossab Banat, José Emilio Labra Gayo, Mohamed Ben Aouicha, Mohamed Ali Hadj Taieb, WikiProject COVID-19, Dariusz Jemielniak, Tiago Lubiana"
http://www.wikidata.org/entity/Q87813195,Template-based multilingual football reports generation using Wikidata as a knowledge base,2018-01-01T00:00:00Z,,English,Wikidata,
http://www.wikidata.org/entity/Q63433973,Robustifying Scholia: paving the way for knowledge discovery and research assessment through Wikidata,2019-05-02T00:00:00Z,Research Ideas and Outcomes,English,Wikidata,"Daniel Mietchen, Finn Årup Nielsen, Egon Willighagen, Lane Rasberry"
http://www.wikidata.org/entity/Q108215166,Questioning Street Names Leipzig,2021-08-23T00:00:00Z,saxorum.hypotheses.org,German,gender studies,
http://www.wikidata.org/entity/Q66476794,Historische Orte mit offenen Daten: HOV + Wikidata,2019-08-16T00:00:00Z,saxorum.hypotheses.org,German,Historisches Ortsverzeichnis von Sachsen,Martin Munke
http://www.wikidata.org/entity/Q119499972,Citizen Science in the Historical Sciences,2023-06-14T00:00:00Z,Die Datenlaube,German,cataloging,Christian Erlinger
http://www.wikidata.org/entity/Q68471881,Wikidata: A large-scale collaborative ontological medical database,2019-09-23T00:00:00Z,Journal of Biomedical Informatics,English,medical database,"Denny Vrandečić, Diptanshu Das, Houcemeddine Turki, Thomas Shafee, Mohamed Ben Aouicha, Mohamed Ali Hadj Taieb, Helmi Hamdi"
http://www.wikidata.org/entity/Q106708178,A resource to explore the discovery of rare diseases and their causative genes,2021-05-04T00:00:00Z,Scientific Data,English,discovery,"Chris T. Evelo, Egon Willighagen, Martina Summer-Kutmon, Friederike Ehrhart, Leopold M G Curfs"
http://www.wikidata.org/entity/Q115781260,Cultural information bubbles: A new approach for automatic ethical evaluation of digital artwork collections based on Wikidata,2022-01-01T00:00:00Z,Digital Scholarship in the Humanities,English,knowledge organization system,Maayan Geffet-Tamir
http://www.wikidata.org/entity/Q111170894,"Reflecting – on good or bad blogging, but no Thread",2022-03-09T00:00:00Z,saxorum.hypotheses.org,German,Hardbloggingscientists.de,Jens Bemme
http://www.wikidata.org/entity/Q56669087,The connection between library data and community participation: the project SHARE Catalogue-Wikidata,2018-09-15T00:00:00Z,JLIS.it,Italian,data sharing,"Claudio Forziati, Valeria Lo Castro"
http://www.wikidata.org/entity/Q106097101,Q106097101,2020-01-01T00:00:00Z,,,Wikidata,Thorsten Wuebbena
http://www.wikidata.org/entity/Q63433973,Robustifying Scholia: paving the way for knowledge discovery and research assessment through Wikidata,2019-05-02T00:00:00Z,Research Ideas and Outcomes,English,SPARQL,"Daniel Mietchen, Finn Årup Nielsen, Egon Willighagen, Lane Rasberry"
http://www.wikidata.org/entity/Q68471881,Wikidata: A large-scale collaborative ontological medical database,2019-09-23T00:00:00Z,Journal of Biomedical Informatics,English,semantic interoperability,"Denny Vrandečić, Diptanshu Das, Houcemeddine Turki, Thomas Shafee, Mohamed Ben Aouicha, Mohamed Ali Hadj Taieb, Helmi Hamdi"
http://www.wikidata.org/entity/Q105440429,"Interim report of the ""SFB 1853"" - two years #DieDatenlaube",2021-02-11T00:00:00Z,saxorum.hypotheses.org,German,German Wikisource,"Jens Bemme, Christian Erlinger"
http://www.wikidata.org/entity/Q59652985,Creating Structured Linked Data to Generate Scholarly Profiles: A Pilot Project using Wikidata and Scholia,2018-12-10T00:00:00Z,Journal of Librarianship and Scholarly Communication,English,scientometrics,"Jere D. Odell, Mairelys Lemus-Rojas"
http://www.wikidata.org/entity/Q58336167,Who Models the World?: Collaborative Ontology Creation and User Roles in Wikidata,2018-11-01T00:00:00Z,Proceedings of the 2018 ACM Conference on Computer Supported Cooperative Work and Social Computing,English,data quality of Wikidata,"Alessandro Piscopo, Elena Simperl"
http://www.wikidata.org/entity/Q107696415,Pivoting Cataloging Staff to Remote Work Without an Integrated Library System: Gaining Metadata Skills and Promoting Faculty Scholarship with Wikidata,2021-07-01T00:00:00Z,The Christian Librarian,English,Zotero,Christa Strickler
http://www.wikidata.org/entity/Q96306941,#Nearby. Landeskunde und Citizen Science mit Pandemie im Frühjahr 2020,2020-06-15T00:00:00Z,Informationspraxis,German,1lib1nearby,Jens Bemme
http://www.wikidata.org/entity/Q100988209,"Baumnetze, Landesgeschichte und offene Datenberge – Wissen durch Knotenbildung mit Wikidata zum 8.",2020-10-29T00:00:00Z,saxorum.hypotheses.org,German,Linked Open Storytelling,Jens Bemme
http://www.wikidata.org/entity/Q21503284,Wikidata: A platform for data integration and dissemination for the life sciences and beyond,2016-01-31T00:00:00Z,Proceedings of the 8th International Conference on Semantic Web Applications and Tools for Life Sciences,English,Wikidata,"Andra Waagmeester, Benjamin M. Good, Andrew I. Su, Lynn Schriml, Sebastian Burgstaller-Muehlbacher, Elvira Mitraka"
http://www.wikidata.org/entity/Q41533080,Modeling the Domain of Digital Preservation in Wikidata,2017-01-01T00:00:00Z,iPRES 2017,English,data quality of Wikidata,"Katherine Thornton, Thomas Ledoux"
http://www.wikidata.org/entity/Q115055569,Hybrid Structured and Similarity Queries over Wikidata plus Embeddings with Kypher-V,2022-11-04T00:00:00Z,Proceedings of the 3rd Wikidata Workshop 2022,English,Wikidata,"Hans Chalupsky, Pedro Szekely"
http://www.wikidata.org/entity/Q115055573,Wikidata and Wikibase as complementary research data management services for cultural heritage data,2022-11-04T00:00:00Z,Proceedings of the 3rd Wikidata Workshop 2022,English,data management,"Ina Blümel, Lozana Rossenova, Paul Duchesne"
http://www.wikidata.org/entity/Q87813153,Non-parametric Class Completeness Estimators for Collaborative Knowledge Graphs—The Case of Wikidata,2019-01-01T00:00:00Z,"The Semantic Web – ISWC 2019: 18th International Semantic Web Conference, Auckland, New Zealand, October 26–30, 2019, Proceedings, Part I",English,knowledge graph,"Philippe Cudré-Mauroux, Cristina Sarasua, Michael Luggen, Gianluca Demartini, Djellel Difallah"
http://www.wikidata.org/entity/Q54655231,Submit a Topic Page to PLOS Computational Biology and Wikipedia,2018-05-31T00:00:00Z,PLOS Computational Biology,English,science communication,"Shoshana Wodak, Daniel Mietchen, Szymon Wasik, Christophe Dessimoz, Natalia Szostak"
http://www.wikidata.org/entity/Q108740484,Automated Classification Using Linked Open Data. A Case Study on Faceted Classification and Wikidata,2021-01-01T00:00:00Z,Cataloging & Classification Quarterly,English,Colon Classification,"Carlo Bianchini, Stefano Bargioni"
http://www.wikidata.org/entity/Q106235601,FAIR and open multilingual clinical trials in Wikidata and Wikipedia,2021-03-25T00:00:00Z,Research Ideas and Outcomes,,ClinicalTrials.gov,"Daniel Mietchen, Lane Rasberry"
http://www.wikidata.org/entity/Q104213849,Wikidata as a FAIR knowledge graph for the life sciences,2019-10-21T00:00:00Z,,,knowledge graph,"Benjamin M. Good, Andrew I. Su, Andra Waagmeester, Gregory Stupp, Lynn Schriml, Núria Queralt Rosinach, Obi Griffith, Egon Willighagen, Sarah M Keating, Kevin Hybiske, Malachi Griffith, Thomas Shafee, Chunlei Wu, Daniel Mietchen, Roger Tu, Michael Mayers, Sabah Ul-Hasan, Katherine Thornton, Anders Riutta, Denise Slenter, Ginger Tsueng, Toby Hudson, Elvira Mitraka, Sebastian Burgstaller-Muehlbacher, Alexander R. Pico, Henning Hermjakob, Kristina Hanspers, Timothy Elliott Putman, Magnus Manske, Ralf Stephan"
http://www.wikidata.org/entity/Q111360042,Wikidata as a Tool for Mapping Investment in Open Infrastructure: An Exploratory Study,2021-12-17T00:00:00Z,Zenodo,,Wikidata,Anne Britton
http://www.wikidata.org/entity/Q98791692,Wikipedia's not so little sister is finding its own way,2020-08-30T00:00:00Z,The Signpost,English,Wikidata,Lydia Pintscher
http://www.wikidata.org/entity/Q50378256,Automatically Generating Wikipedia Info-boxes from Wikidata,2018-01-01T00:00:00Z,Wiki Workshop 2018,English,Wikidata,"Aidan Hogan, Tomás Sáez"
http://www.wikidata.org/entity/Q50378256,Automatically Generating Wikipedia Info-boxes from Wikidata,2018-01-01T00:00:00Z,Wiki Workshop 2018,English,Wikipedia,"Aidan Hogan, Tomás Sáez"
http://www.wikidata.org/entity/Q116784648,"2nd interim report of the ""SFB 1853"" - four years of the citizen science and open data project Die Datenlaube",2023-02-16T00:00:00Z,saxorum.hypotheses.org,German,Wikisource,"Jens Bemme, Christian Erlinger, Matthias Erfurth"
http://www.wikidata.org/entity/Q116024651,Modelling doctoral dissertations in Wikidata knowledge graph: Selected issues,2023-01-01T00:00:00Z,The Journal of Academic Librarianship,English,collaboration,Marcin Roszkowski
http://www.wikidata.org/entity/Q110233852,Digitale Heimatforschung – das war 2021,2021-12-21T00:00:00Z,saxorum.hypotheses.org,German,homeland research,Jens Bemme
http://www.wikidata.org/entity/Q114796466,Order Studies and Standard Data - the Example of the Royal Saxon House Order of the Raven Crown,2022-10-13T00:00:00Z,saxorum.hypotheses.org,German,phaleristics,
http://www.wikidata.org/entity/Q85714625,THE POTENTIAL OF STRUCTURED NARRATIVES FOR COMPUTATIONAL JOURNALISM: JOURNALISTIC SKILLS IN THE ELABORATION OF DATABASE GENERATED TEXTS,2019-03-09T00:00:00Z,Texto Livre: Linguagem e Tecnologia,,computational journalism,"Fernando da Paixão, Érica Azzellini, João Peschanski"
http://www.wikidata.org/entity/Q38087634,Doctoral Advisor or Medical Condition: Towards Entity-specific Rankings of Knowledge Base Properties,2017-01-01T00:00:00Z,ADMA 2017,English,learning to rank,"Werner Nutt, Simon Razniewski, Vevake Balaraman"
http://www.wikidata.org/entity/Q112035879,Building Compact Entity Embeddings Using Wikidata,2018-11-13T00:00:00Z,"International Journal on Advanced Science, Engineering and Information Technology",,Wikidata,
http://www.wikidata.org/entity/Q56875052,Wikidata: A New Paradigm of Human-Bot Collaboration?,2018-10-01T00:00:00Z,,English,data collaboration,Alessandro Piscopo
http://www.wikidata.org/entity/Q66680700,Semalytics: a semantic analytics platform for the exploration of distributed and heterogeneous cancer data in translational research,2019-01-01T00:00:00Z,Database,English,translational medicine,"Enzo Medico, Andrea Bertotti, Alessandro Fiori"
http://www.wikidata.org/entity/Q64717416,Query expansion using Wikidata attributes’ values,2019-01-01T00:00:00Z,,English,Wikidata,
http://www.wikidata.org/entity/Q28942417,Scholia and scientometrics with Wikidata,2017-03-13T00:00:00Z,Joint Proceedings of the 1st International Workshop on Scientometrics and 1st International Workshop on Enabling Decentralised Scholarly Communication,English,bibliographic metadata,"Egon Willighagen, Daniel Mietchen, Finn Årup Nielsen"
http://www.wikidata.org/entity/Q107532955,Wikidata y DBpedia: viaje al centro de la web de datos,2018-04-26T00:00:00Z,,,Wikidata,Tomás Saorín
http://www.wikidata.org/entity/Q110768110,Bibliometric analysis with Wikidata: the Comunicar case,2022-01-13T00:00:00Z,BiD: Textos Universitaris de Biblioteconomia i Documentació,Catalan,bibliometrics,Ángel Obregón Sierra
http://www.wikidata.org/entity/Q66476794,Historische Orte mit offenen Daten: HOV + Wikidata,2019-08-16T00:00:00Z,saxorum.hypotheses.org,German,Wikidata,Martin Munke
http://www.wikidata.org/entity/Q69736798,Sächsische Ortsdaten in der Linked Open Data Cloud: Teilautomatisierte Anreicherung und Analyse der HOV-ID in Wikidata,2019-10-05T00:00:00Z,saxorum.hypotheses.org,German,Historisches Ortsverzeichnis von Sachsen,Christian Erlinger
http://www.wikidata.org/entity/Q96306941,#Nearby. Landeskunde und Citizen Science mit Pandemie im Frühjahr 2020,2020-06-15T00:00:00Z,Informationspraxis,German,Wikisource,Jens Bemme
http://www.wikidata.org/entity/Q63439710,Learning to Map Wikidata Entities To Predefined Topics,2019-01-01T00:00:00Z,Wiki Workshop 2019,English,entity disambiguation and linking system,
http://www.wikidata.org/entity/Q61605356,Open Research Knowledge Graph: towards machine actionability in scholarly communication,2019-01-30T00:00:00Z,Proceedings of the 10th International Conference on Knowledge Capture,English,Wikidata,"Sören Auer, Mohamad Yaser Jaradeh, Gábor Kismihók, Markus Stocker, Kheir Eddine Farfar"
http://www.wikidata.org/entity/Q116024651,Modelling doctoral dissertations in Wikidata knowledge graph: Selected issues,2023-01-01T00:00:00Z,The Journal of Academic Librarianship,English,doctoral thesis,Marcin Roszkowski
http://www.wikidata.org/entity/Q105742243,The LOTUS Initiative for Open Natural Products Research: Knowledge Management through Wikidata,2021-03-01T00:00:00Z,bioRxiv,English,knowledge management,"Egon Willighagen, Daniel Mietchen, Guido F Pauli, Jakub Galgonek, Arnaud Gaudry, Jean-Luc Wolfender, Pierre-Marie Allard, Jonathan Bisson, Jiří Vondrášek, James G Graham, Maria Sorokina, Ralf Stephan, Roderic D. M. Page, Adriano Rutz, Christoph Steinbeck"
http://www.wikidata.org/entity/Q43662744,Spatial-based Topic Modelling using Wikidata Knowledge Base,2017-12-01T00:00:00Z,,English,Twitter,Shanika Karunasekera
http://www.wikidata.org/entity/Q62015380,Libraries and Wikimedia : common strategies for open access to knowledge and collaborative construction of free knowledge,2017-01-01T00:00:00Z,JLIS.it,Italian,Wikidata,Luigi Catalani
http://www.wikidata.org/entity/Q62015380,Libraries and Wikimedia : common strategies for open access to knowledge and collaborative construction of free knowledge,2017-01-01T00:00:00Z,JLIS.it,Italian,Wikipedia,Luigi Catalani
